"Model","Task Type","Status","Last Updated Timestamp","Callback URL"
"AI4Bharat IndicTrans-v2: Punjabi-Sindhi_Devanagari","translation","available","13/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Bengali","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Gujarati","translation","available","13/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Manipuri_Bengali","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Santali","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Kashmiri_Arabic","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Sanskrit","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Sindhi_Devanagari","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Gujarati","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Sindhi_Devanagari","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Urdu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Dogri","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Sindhi_Arabic","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Nepali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Telugu","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Sanskrit","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Bengali-Kashmiri_Devanagari","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Maithili","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Telugu-Kannada","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Urdu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Kannada","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Konkani","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Sindhi_Arabic","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Telugu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Sindhi_Devanagari","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Sindhi_Arabic","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Malayalam","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Telugu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Manipuri_Meitei","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Bodo","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Gujarati","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Manipuri_Meitei","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Tamil","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Bodo","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Malayalam","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Marathi","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Assamese-Telugu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kannada-Odia","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Tamil","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Dogri-Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Kashmiri_Devanagari","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Sindhi_Arabic","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Odia","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Manipuri_Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Bodo","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Punjabi","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Urdu-Punjabi","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Dogri","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Tamil","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Gujarati-Sindhi_Arabic","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Manipuri_Meitei","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Urdu","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Tamil","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Dogri","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Santali-Kannada","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Manipuri_Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bodo-Gujarati","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Konkani","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Konkani","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Maithili","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Dogri","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Manipuri_Bengali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Maithili","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Nepali","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Konkani","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Tamil","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Kannada","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Marathi","translation","available","22/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Konkani","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-English","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Sindhi_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Tamil-Manipuri_Bengali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Hindi-Maithili","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Tamil","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Santali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Manipuri_Meitei-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sanskrit-Dogri","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Devanagari-Malayalam","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Malayalam-Sindhi_Arabic","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Odia-Nepali","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Konkani-Marathi","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Manipuri_Meitei","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Marathi-Assamese","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Malayalam","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Arabic-Kannada","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Nepali-Telugu","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Maithili-Gujarati","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Sindhi_Devanagari-Kashmiri_Devanagari","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: English-Konkani","translation","unavailable","28/08/2024","https://dhruva-api.bhashini.gov.in/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Punjabi-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Bengali-Sanskrit","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
"AI4Bharat IndicTrans-v2: Kashmiri_Arabic-Odia","translation","available","12/06/2023","https://api.dhruva.ai4bharat.org/services/inference/translation?serviceId=ai4bharat/indictrans-v2-all-gpu--t4"
